UserId,ItemId
2110,1575 2320 1034 333 2312 266 2022 1386 2537 865 2193 1922 2885 3181 2810 2464 2651 1812 1200 2514 1237 1956 465 98 1197 1193 3236 3209 2958 1195 231 1268 2638 702 1213 2182 545 3189 490 1377 719 2541 2460 2940 1417 405 938 2351 2380 1868 
2111,1811 2514 847 496 1034 2299 1812 1407 1242 2339 2750 987 1417 46 1204 1082 1341 3139 2149 625 2952 2786 334 1755 475 2536 1015 2684 814 594 3090 1575 2526 79 1336 954 2841 1660 1325 2706 2331 1272 1896 770 494 2795 1218 905 2291 539 
2112,231 719 1200 2455 865 2971 1868 2805 981 2726 2966 2193 3092 275 1474 637 1185 443 3031 2463 1268 837 2392 783 1871 2380 706 384 2117 280 676 1567 2182 856 2845 170 1804 98 2350 1115 3118 1386 2306 2007 471 2525 234 2878 2441 1761 
2113,938 2885 856 91 2541 1197 2616 2841 517 1386 1575 255 2351 3241 2217 2431 319 119 2855 1474 1268 2994 1443 1317 2499 2977 2930 2464 231 1154 2959 1470 479 1432 825 1942 734 1818 1956 1812 2750 1975 1396 2406 296 1046 335 361 3194 2631 
2114,243 2115 876 335 655 1455 1317 698 1362 1598 2431 1034 1755 1804 1268 1474 1896 2070 1770 865 3150 677 2958 651 2811 2312 2299 505 2921 1686 234 1200 1405 2182 405 2537 372 553 2164 3092 3106 829 2944 337 2128 837 150 1480 938 1868 
2115,412 2144 1193 1155 871 2698 2403 2180 750 2873 1889 230 1865 3078 2458 3114 2554 2404 1330 1232 992 1820 2120 291 1870 2608 2549 18 65 716 1949 859 329 1274 855 941 773 2047 848 2958 2622 2077 2013 2760 42 649 2327 1187 2379 3131 
2116,938 18 2022 3022 1336 644 2320 1474 1193 2724 2470 2977 2031 454 3178 3194 2039 3080 987 2940 1575 1784 380 31 1896 3142 91 2087 518 2726 1964 1351 2883 1048 2312 3236 1245 100 157 2359 3032 706 2171 2460 1325 59 1348 521 119 2163 
2117,2537 2022 1386 333 1185 2024 2350 465 1034 697 2885 1681 719 1949 1023 1195 496 1956 1812 294 2031 417 702 1377 517 698 2547 2039 2638 3178 756 1156 898 2030 3118 3032 2541 2351 457 1693 266 1800 3209 307 637 1793 2726 609 3236 968 
2118,2222 1195 1455 960 384 1407 505 3139 176 370 3127 1505 465 706 92 181 1593 1868 1672 1465 799 698 3031 2380 3035 2115 1365 1051 1917 2099 2845 1567 2525 490 2463 2350 588 2127 2706 2726 295 2066 2833 2174 1412 2821 3109 2485 2320 1115 
2119,954 856 1154 1474 987 825 1054 1975 1797 1002 1325 1575 2811 2474 1896 2887 2631 1317 2546 2841 714 119 1964 2406 2129 751 1596 505 394 1129 2957 2262 1268 3241 2196 1686 836 1299 1861 1088 2297 2889 655 2316 155 1240 358 2550 876 458 
2120,2940 2514 968 1949 2536 2125 3229 2464 898 1336 756 1660 2547 329 333 1218 770 1417 1693 2814 3086 2100 494 3032 2039 2031 3178 134 1793 2537 84 859 2622 1023 1341 1637 3193 496 2823 3071 3101 689 1889 749 639 2783 1575 2144 586 2403 
2121,1575 2514 3118 2299 231 1861 2312 2810 1034 2350 92 1193 1568 2182 3236 2464 1362 525 494 1200 2638 1325 2651 598 2232 1804 876 3189 1922 594 712 1268 2005 98 2034 1744 1377 2537 0 1558 1812 1065 865 2024 1185 770 892 307 2022 3010 
2122,1474 1861 2885 1268 2537 3142 1325 358 1197 3241 954 1770 2651 2810 865 490 856 2022 465 2431 2855 2546 1185 2474 676 2193 2115 714 553 1868 1386 1896 1812 1224 2312 2652 275 2805 706 471 2182 1156 458 2392 2464 2320 876 2351 2841 1154 
2123,2537 3078 1193 2024 117 697 1949 1673 457 702 1693 1185 496 1956 1307 1734 3127 2179 2814 1424 2339 2108 865 494 417 1197 2928 2039 2222 333 770 1681 1092 2885 2030 2536 2351 2007 663 1405 1200 1348 1835 698 2034 2754 1923 2144 2831 799 
2124,1575 1154 987 1325 1896 2841 358 505 1268 2811 2977 1224 2546 1185 1054 1975 2885 1002 2631 3210 1861 3241 2196 335 119 2464 25 2887 876 1129 1964 1200 1432 2022 1197 2406 836 2957 458 2297 1299 1088 243 2810 2129 2855 2940 655 1770 676 
2125,2232 294 2498 971 1573 1362 1259 1034 525 1185 958 1423 2937 2812 2395 820 2111 3236 439 1193 2270 644 2810 1685 280 1936 3118 2466 1837 2464 2291 526 307 1520 2103 501 1999 964 333 1389 3220 2633 892 3247 2914 243 1597 2024 2942 2235 
2126,1575 294 2193 1770 1034 2299 525 1568 231 2810 3181 545 1362 333 3118 98 971 2270 0 2291 1684 598 1195 876 1389 1325 1237 2651 2942 1922 892 1812 2380 2496 2365 2001 1383 2869 1852 2385 1480 2115 490 358 2955 1999 2070 3236 92 1268 
2127,280 1268 698 3049 2470 1213 1770 1048 1804 2217 719 2958 2055 964 3189 2810 1558 454 1475 598 2350 2537 166 147 2232 2072 2133 1941 1871 876 3257 48 1868 358 3118 2472 2128 2651 2070 1547 2710 1193 517 553 734 1991 1128 2024 2555 655 
2128,45 2470 465 803 1371 596 2937 959 2541 2649 517 3241 987 1195 924 1200 868 1348 1818 479 3145 2962 1474 1770 2714 2841 2688 115 3090 2616 1714 988 964 2819 1736 3059 706 1784 2428 192 945 938 2964 1737 490 532 2111 2198 3142 1268 
2129,2115 335 714 2380 1797 458 2537 1317 117 84 588 1861 2841 2921 2193 2805 1755 1896 2547 1307 1200 2464 938 1224 836 1268 2089 2024 176 1292 712 1405 1156 1012 1260 1048 2997 1804 333 637 417 277 91 384 2350 259 734 2959 3127 1693 
2130,167 749 1505 1456 2174 1295 821 2339 1156 939 2208 1765 1336 333 697 296 1009 3178 1324 1536 2841 2312 1949 2646 830 1942 1619 639 486 363 1218 1605 385 3207 1829 2902 2795 213 1889 1730 2959 2899 329 2547 384 1290 2144 1365 1304 1185 
2131,2652 465 115 1474 987 2726 2470 423 2351 1818 1567 1784 2127 865 959 1200 2320 2176 1770 1575 3220 1443 2841 1268 2474 497 517 2555 1868 2035 2976 1875 2937 2537 2258 2147 2861 231 272 2696 2122 2350 470 719 2384 1681 2551 1371 1857 1920 
2132,954 856 335 1861 613 1896 2977 2811 2113 2431 1317 938 1474 825 1015 2779 2887 3241 1154 1002 3210 539 2297 1450 2306 2474 2805 2362 2089 458 2262 2970 358 3142 876 243 2546 239 155 3201 91 1614 471 337 1152 734 2648 319 2957 1895 
2133,3039 2163 1386 2874 2248 2958 2905 2435 270 1804 288 720 2147 1239 1453 1733 651 1200 2649 1141 2825 961 2037 2274 566 1602 2721 1410 2850 98 3145 1278 2703 2211 2724 2728 2651 2830 1089 2496 2800 738 2022 1748 3142 655 2341 1358 1845 908 
2134,2299 1575 443 3037 372 981 2902 2455 2805 1573 3186 1307 0 2173 960 545 3206 1115 1891 275 939 1730 1424 231 588 1119 1156 384 2066 1197 655 401 213 2638 277 2099 164 2075 1189 1942 698 2795 1828 2444 363 2613 361 2629 1195 2521 
2135,553 2810 2805 1268 776 598 1137 2499 405 444 2020 2417 2809 1558 1873 2734 2128 1984 1549 2368 677 1475 1547 1957 1085 2836 2985 1613 2859 1362 2225 163 1162 2565 1152 126 731 1912 1852 897 2852 3134 1029 191 2869 1087 2296 544 2076 2780 
2136,1200 2537 1575 2455 1868 865 3142 1020 706 1770 1455 1185 1715 2661 471 2527 294 2940 2885 1681 384 2173 490 845 3176 454 2178 2652 486 465 2312 697 2107 2022 1386 2902 2966 571 3040 1056 1648 1170 100 2791 2398 1861 1958 2339 1755 2538 
2137,1219 593 454 1298 2173 1001 905 2384 51 471 984 486 3162 845 346 766 704 283 485 1014 2885 2082 1915 505 1802 2309 35 167 228 847 1020 1846 1613 1795 294 2330 1212 863 2011 465 1290 439 962 1260 328 2494 1194 215 335 2986 
2138,2455 2299 2940 458 2902 3241 1268 588 2885 2128 3186 1474 2022 981 865 1868 1558 358 697 479 1119 1213 676 637 655 3035 1115 712 2921 2547 1715 277 3156 1958 2470 1696 295 741 2117 837 117 976 830 3106 2809 590 2855 2977 2833 444 
2139,1474 1224 505 1896 1317 825 1002 3210 1015 2474 938 2431 1154 2887 987 155 2316 751 458 1861 1975 2196 91 629 2129 358 2089 2957 1405 2930 3142 2362 1686 539 2805 2297 2841 876 1432 239 394 2631 2970 1006 1895 2546 337 2262 3201 2779 
2140,2885 1505 1357 745 457 2940 1034 3236 1200 380 3073 644 2831 870 2108 259 2750 1060 84 1835 3109 117 938 1811 521 2514 1348 1749 385 1245 2100 2977 2066 2470 299 1575 1417 2312 1194 333 1290 968 2031 167 1673 1295 767 2547 1424 2351 
2141,2007 2275 3156 1000 2124 443 92 2902 2117 372 370 2837 2115 676 714 401 164 2629 837 2971 637 2485 678 1768 1598 976 960 1115 1474 402 1455 3176 99 3092 1005 982 828 332 1113 1799 2805 2172 1365 3079 2941 1618 757 3152 1215 1614 
2142,954 1154 1299 2546 2550 1129 231 2413 2866 2164 676 3210 1432 2129 3241 2474 2889 1088 3150 2406 987 836 2262 905 1797 1268 692 2957 458 335 629 1383 1240 1596 655 3194 155 2113 2316 1117 1518 2930 3142 2352 2648 2362 677 119 876 990 
2143,1034 1573 954 2930 2810 2217 2811 1423 358 2959 2193 1896 1197 2499 2887 307 2297 155 2498 91 876 405 1268 167 2942 836 1964 1432 2431 2066 3241 1568 2460 2648 361 1362 296 825 490 1307 1664 1613 2957 2812 958 266 1352 1001 710 814 
2144,2810 553 1268 677 1213 1055 1137 2217 98 2651 1152 64 2934 2320 2499 590 2470 651 1873 2385 1613 2734 2417 1852 2193 2225 2380 2565 1048 2072 3150 734 1984 1547 1558 876 1957 1770 2368 126 776 2020 815 2724 2809 36 2111 2931 2350 1387 
2145,1722 2957 2726 1474 1804 1087 2216 2770 553 916 2413 288 692 2392 2193 3148 2306 1736 1879 1325 1475 2537 1224 2201 2799 2405 251 230 876 2285 921 954 1203 1821 748 1383 2312 532 2533 852 2866 755 2841 3100 3090 1213 1183 2262 1984 2579 
2146,1956 1612 1242 3090 2514 625 991 2081 2343 79 1044 940 431 1410 1110 2773 277 948 2411 2767 2570 2563 2906 2428 1697 1197 2532 1748 2470 496 3196 2940 1204 847 1386 2320 702 1122 2956 1735 479 1417 870 1832 2529 2395 945 756 1811 1770 
2147,2902 2971 2007 2837 2350 1784 2380 92 706 2117 2275 1000 2476 1958 2173 1761 1755 2805 2193 698 3176 1418 1325 1409 443 1866 676 2283 1170 678 2306 1115 2006 545 1200 1593 2525 1365 1262 837 99 655 2124 486 402 3092 280 2782 1132 845 
2148,1575 1034 865 2299 266 3078 1923 294 1386 2312 275 1770 1195 589 2470 1942 1539 2537 98 1410 1307 2320 2958 1185 1200 2022 551 2885 471 2855 28 1812 949 981 167 719 2749 2351 1857 465 3041 1295 2664 1673 935 2350 1024 333 490 2850 
2149,2514 1835 3026 3178 88 494 2403 412 770 117 2770 1348 2940 471 15 968 1860 2022 1693 2222 3037 2221 663 992 505 1341 1386 333 1189 1336 2445 1575 1956 3109 750 3032 2772 799 2312 181 2928 496 2855 1923 1778 3101 2024 3127 329 1505 
2150,2320 1348 1443 3209 2616 2855 2470 609 1060 100 1770 1200 1465 987 2350 814 296 3229 596 1034 1737 1942 2754 266 1575 865 748 380 470 1498 1991 2602 870 2652 2312 2940 1818 2299 770 1357 496 1102 2435 3078 2343 1800 1922 1410 1784 2127 
2151,949 2976 3236 1575 2651 2616 454 1573 2541 1147 3064 1290 3237 783 1811 1034 2805 1755 2176 232 1446 385 1371 1213 609 2111 1402 3052 1612 2080 3073 1983 470 1195 1804 2171 1714 1078 899 3229 1568 491 1245 3250 2115 2463 0 942 2514 186 
2152,702 1386 2652 2885 1197 2179 1722 987 1575 2274 192 3091 2320 2937 1465 1410 100 1991 2786 2435 2022 2147 1106 2940 1748 1060 2343 945 1071 2171 479 2351 2350 926 2749 496 868 3039 231 1082 517 1741 3241 2875 2211 603 3148 91 2411 266 
2153,865 1575 1200 275 719 2537 471 1474 637 1770 2320 2312 1386 2117 1197 465 2726 505 231 1784 2470 2661 2022 443 1871 1268 2885 3040 698 706 783 3031 2474 1567 2946 2845 1156 2966 2940 2455 2862 457 1213 2971 2217 417 976 115 2855 741 
2154,405 2810 1575 2193 2805 2217 1137 987 677 1861 1268 266 856 651 3150 876 1941 98 1237 1964 1034 1770 2957 2413 755 2385 1325 1549 319 1054 1432 2111 243 2651 1896 1213 2431 958 2866 2022 714 1386 521 829 981 2316 776 2474 1152 3001 
2155,3142 1861 706 751 2811 384 919 3186 1119 2089 122 505 2521 2537 231 2661 2887 3079 2652 1520 1088 1006 2075 593 1613 444 676 876 1165 1781 458 1720 2350 1474 515 842 1298 1207 115 1213 2217 2970 1973 51 2173 2805 2176 1594 1846 3077 
2156,2316 1129 1896 1002 142 2811 1650 2164 2799 2977 2413 1325 692 3090 655 1598 94 1154 3241 2129 1110 2395 496 981 99 1432 3250 876 1956 1884 2264 2522 1299 394 2455 3202 2216 1964 2817 991 539 2696 1450 1331 43 1310 2956 1942 1770 1748 
2157,2527 2537 1474 676 2455 3176 1203 1715 490 2845 2178 1575 2885 2940 697 2661 1195 1260 988 865 1868 2351 2312 706 358 1170 2031 3241 845 2022 2470 84 275 783 637 465 1861 1099 485 231 471 1185 1020 2652 1200 25 2971 2174 2392 1262 
2158,1034 1295 1197 1184 1349 2521 593 2977 1673 1195 2902 1568 335 589 1119 1307 1931 486 958 363 1922 213 3182 2066 1858 217 402 458 475 1846 2330 2455 628 99 1603 571 296 2997 1054 672 117 2208 2006 669 1001 1264 3068 468 714 1597 
2159,2883 1964 2488 2551 2428 1254 423 1591 2470 2585 1292 2649 2932 1770 186 2147 1967 12 610 2705 3052 2544 2080 1936 292 1147 1128 1026 2945 603 1200 532 140 62 366 2790 1129 2398 2914 2713 2384 2399 803 1402 2217 2626 2401 1280 783 2745 
2160,2527 2878 1673 3178 2173 3142 2974 2299 1770 1443 2547 719 1302 1941 2351 1648 2810 3181 3231 3220 505 1241 2283 1023 3032 637 1020 2127 1474 898 1455 590 1800 428 2398 3248 1575 465 334 1307 1063 2661 2497 1881 3207 517 2541 115 2555 3236 
2161,2320 3237 1239 2750 1213 2541 2380 1984 1804 48 115 840 748 1558 1336 1737 2841 2325 1254 1811 3189 2428 2338 1591 1967 532 2398 2651 3014 644 767 229 1991 166 1137 18 3049 561 1983 2551 2934 381 1547 2790 950 2995 280 815 1088 2932 
2162,1154 319 231 91 1088 825 358 3210 2262 1006 335 1895 2129 3241 1299 1797 2970 155 3142 2957 2841 655 2889 1415 1432 2648 2930 239 25 2089 710 2779 2413 2362 539 629 2885 1203 1518 2550 1200 2594 1015 692 2316 1240 1596 2217 119 1117 
2163,770 2464 2470 2127 2855 457 2940 1857 2750 2976 924 427 3022 1835 1756 663 2031 1268 749 2841 1693 2198 1942 1923 2217 991 1811 299 272 2222 1213 957 2100 1348 2350 454 2359 697 517 3202 232 1784 1336 1920 3178 277 2706 968 1160 2651 
2164,2541 2022 1956 2885 517 1386 702 2320 865 465 945 2351 275 2616 1455 2726 1681 719 1185 2464 1034 479 698 1443 814 1770 1200 2537 1868 2179 496 2299 501 1722 491 644 1575 417 1307 1942 255 277 1106 2470 1193 1784 2862 147 2463 1465 
2165,1818 2022 1386 115 803 100 1567 2937 2976 2035 521 2616 2649 2585 423 491 3059 2541 1254 1371 2861 987 2551 3189 2932 2055 1695 1396 2464 1941 1193 2044 1591 2472 748 2810 2227 1238 1446 2398 229 1800 2964 1983 2428 1964 2705 3014 3233 1088 
2166,2726 2351 2541 1956 2688 3145 241 2232 868 1533 609 2087 2875 1245 2212 1200 748 2464 465 1197 942 1784 2537 2799 1297 2841 470 1318 2649 147 3130 1818 3205 1289 603 3059 2299 1567 1498 1575 2932 945 1193 2081 1196 2311 204 157 2466 272 
2167,2855 1722 2115 2470 1871 1295 1804 2885 2688 938 1197 1770 734 1213 100 1325 2179 698 1991 719 2616 1861 2602 405 2750 1241 98 2127 3092 2809 1681 856 706 2072 335 2875 755 2217 1185 2464 714 1224 3220 2841 3241 2312 1195 2555 2878 1922 
2168,1575 2514 2455 770 2940 1868 1197 2312 2537 1200 443 1386 496 1348 3241 457 277 471 2706 2022 756 663 1195 865 1949 1242 2971 170 3229 1693 1465 2463 1455 1034 384 465 1505 1185 2031 1023 2339 856 1770 2222 2522 2536 2024 333 1474 1336 
2169,1474 1200 3220 2937 358 1195 1868 1681 115 3241 1973 2111 719 3145 2631 2163 91 505 987 1185 1001 3064 405 755 2921 1964 1547 2875 147 1864 2811 1837 2976 1797 2499 1602 2193 1289 829 458 938 603 2883 1941 465 3150 876 2338 1784 3059 
2170,2193 2392 1861 1684 1474 1770 1868 1224 553 3220 876 829 676 2810 976 2464 275 505 2833 2128 3031 1383 1002 741 2385 3092 2805 1938 1635 2164 1755 1325 1873 1195 1057 3040 2845 573 1947 1984 734 1497 2178 1613 712 590 2837 2809 3181 2836 
2171,2350 2351 192 2841 702 272 1736 1184 1737 2652 3182 1106 465 275 945 1474 2066 865 2411 1194 1505 1290 1430 863 3087 471 2208 1423 663 1560 1063 1575 697 2086 1871 1784 277 3186 2902 259 165 240 2127 2807 117 457 2483 2664 2117 719 
2172,1956 3090 2470 2541 2652 1371 1071 14 45 470 272 2350 987 232 3229 2258 214 2236 1498 748 266 2179 2616 1991 1922 3233 2343 942 1060 3022 3202 803 1741 296 259 1560 3209 2359 1402 3250 1122 1737 1920 1034 3241 255 1443 2850 1770 1796 
2173,938 1470 2724 1045 1241 3080 2406 2878 1539 551 1956 2866 1923 1299 324 2550 1305 2171 431 2546 2905 157 3209 435 1474 1845 1024 587 2958 2270 1758 809 2305 2320 961 2435 1575 85 91 1389 2344 3089 1129 2850 1922 2703 3150 743 3022 589 
2174,2602 59 2878 938 266 1733 1305 908 2830 1859 1276 2721 1572 3039 983 936 1064 392 1828 1758 1923 551 1638 1141 2171 2577 2087 1453 2396 2744 2218 3051 1692 1349 837 2163 2850 935 3083 2147 1169 1325 3209 1475 2344 2799 2181 2386 1310 2146 
2175,1200 2537 358 231 1861 2392 1268 1755 1088 3142 1784 1455 3147 706 2464 1325 2217 2971 1203 1386 2555 443 1056 2196 3220 2320 2312 2631 655 1871 751 384 1269 783 2811 697 2115 1896 2117 2455 2688 2940 1002 1154 243 876 335 2937 1873 319 
2176,1575 2811 2522 2977 1896 847 2411 170 1348 443 3241 169 2316 3202 277 990 1272 2885 1195 625 2887 1861 1386 2592 1585 505 1728 496 2455 2817 836 2115 2959 2706 756 479 3091 192 2297 1474 1969 1002 2684 718 1325 3229 1083 2164 2538 458 
2177,1575 307 1923 2514 1307 1424 1325 745 2664 2706 589 331 1942 2855 2115 1857 2034 259 33 1430 3041 2651 655 2339 1324 1405 3109 2831 621 2208 3206 1343 2173 2455 712 485 417 294 46 3186 2757 162 706 2193 72 2483 1407 496 363 968 
2178,3142 231 2351 1295 1197 938 714 1325 3241 2977 2455 335 2645 1307 987 676 2115 698 2127 2537 496 1673 1443 655 968 319 1755 1195 384 1614 117 2066 836 2652 1648 2182 751 1861 2039 147 637 2392 2031 84 1224 358 1203 1268 2339 277 
2179,1575 2464 1336 231 1193 2022 2024 2841 2299 1465 1474 1681 2312 1185 273 865 1770 719 750 2144 698 1200 714 938 2885 1455 1812 505 117 2007 655 697 1034 3142 1956 1755 2470 1237 1889 767 3032 2536 2474 1224 1673 2179 2547 3209 517 2805 
2180,2035 1818 1386 2861 214 1446 949 942 1529 1643 346 525 1034 490 3241 2819 1560 958 697 1879 2616 2471 2964 924 43 2810 2937 748 2044 1920 1737 2369 1575 2236 1573 1377 501 685 808 3233 168 2474 2841 2875 14 2359 2127 1612 3205 783 
2181,1034 2470 2885 1575 266 1386 1573 958 644 2351 3236 1156 294 2312 545 2464 745 981 1193 1417 1195 1818 2977 1529 2652 938 969 1861 2841 2498 405 1200 517 465 259 1423 2361 697 2805 2850 1812 1956 2810 1307 2541 2651 272 2724 479 1295 
2182,1348 2964 251 803 2320 2435 2933 868 1737 1289 3241 2081 2343 645 853 2799 2802 2311 2770 1922 2835 2850 183 1239 926 1180 1748 852 356 225 2211 603 230 1370 523 1237 2236 1358 1470 1315 3250 2274 2957 761 1086 2874 2346 2201 679 2182 
2183,2855 2022 192 2470 2977 706 1575 100 501 3241 2351 988 2726 2464 803 987 2937 1868 865 1307 2398 2411 1846 1567 1784 275 2841 2541 91 1197 2455 2044 2786 2933 1737 1289 603 1396 115 168 1082 1020 719 609 2819 470 2176 2825 1560 644 
2184,1034 2350 2885 465 1307 1575 706 277 2320 2470 938 296 3142 1673 1942 1156 1770 1195 2706 1857 770 117 2464 1871 2127 2726 2066 1693 517 167 170 2652 1200 663 842 1443 1417 2173 1922 644 3182 1324 2977 2455 346 3241 1573 2312 3109 217 
2185,856 1268 231 2262 1975 1896 2841 2546 1861 751 2115 1325 987 335 1224 1317 2474 825 905 2196 1964 358 1269 2297 405 714 2550 1432 1129 2225 1006 2164 2810 1088 2129 2305 1531 2470 3210 458 2957 553 2651 2350 1002 1386 676 692 1895 2889 
2186,1268 1575 2217 598 2182 2651 1770 2805 2499 2652 490 405 590 2470 651 1200 3189 734 1613 2380 1804 3150 1055 829 677 964 876 1152 2417 1684 2809 776 1362 2072 1547 2193 2931 2320 755 1474 1137 163 2565 253 582 2111 3142 2934 64 1020 
2187,2757 2976 471 13 2841 2652 2384 2527 2198 2398 2351 346 2031 398 1197 2514 423 987 486 2661 571 2845 1218 2807 1443 1494 485 1298 3026 968 702 1656 2149 964 1001 517 2537 2206 770 1605 1185 1567 919 2964 1498 644 2350 1857 1800 2747 
2188,3078 865 2312 1455 2464 719 2024 1868 2602 1185 968 1681 2547 1949 2039 2940 496 2814 333 2030 226 698 1092 494 1200 1059 1386 1860 1648 697 2514 417 3032 2878 2818 2031 1956 1116 3248 1793 2392 3209 637 2179 1754 2837 2845 3110 1870 1465 
2189,865 1474 1185 1575 1195 454 1681 719 1784 1868 3220 1200 1001 2537 2885 2470 2350 1455 2652 1871 115 1386 505 1533 1770 1567 2466 706 465 1197 1239 588 231 637 2022 2661 2862 2855 100 2173 2351 443 1614 2977 571 2431 2455 2878 1837 2163 
2190,2320 2474 2283 2525 2232 2902 1130 2521 1106 1325 358 2555 3118 2921 1567 490 294 869 2470 2070 2466 1119 1861 783 2688 100 1958 741 2463 1150 2115 2350 3186 876 1761 1057 372 2340 2022 2382 280 2638 384 2007 2312 655 3142 1115 588 2810 
2191,192 1371 1991 3039 501 532 2428 2058 1239 1575 1475 526 3091 2714 2193 1736 272 1117 2810 2850 2179 916 168 1087 1183 294 2666 2874 936 2216 969 356 2211 3250 1956 1306 3247 942 1748 852 1549 677 650 853 2361 2533 3233 2474 981 2341 
2192,1189 697 505 706 2445 1575 1530 1269 2651 3241 259 1949 545 2039 871 3193 2403 1194 1778 845 457 1336 1677 2568 1618 1465 1907 2514 2127 3013 1529 639 1672 999 1424 2549 290 230 2174 402 2837 655 2536 2622 828 2024 1330 2537 2173 910 
2193,637 2726 706 2351 2173 1056 1455 2971 1681 1106 783 426 2878 2521 1761 2295 1057 1812 1001 845 2455 2688 2937 919 1635 2855 2087 3147 2977 362 820 1219 3162 501 2022 2669 2470 2466 1369 2974 13 2551 1853 1132 1958 1938 2883 2283 1386 869 
2194,1533 465 1443 2885 2022 2350 489 14 1407 2174 1755 471 3026 2024 1455 486 2750 1001 812 2190 48 588 3049 2466 762 956 1125 117 1987 1648 639 115 346 1875 2117 2007 384 2549 1351 2537 2464 3231 2223 2460 1336 19 358 783 2115 716 
2195,2320 1755 1325 1200 1474 987 454 2855 505 1770 1088 714 100 655 1964 1975 335 2841 2464 2022 2474 938 2652 1224 719 465 243 1197 3241 2977 1797 1185 275 865 280 1268 1386 905 1405 1432 2546 358 2006 1054 319 458 1681 1129 1868 2944 
2196,275 3178 1193 2039 750 427 3078 2403 2623 3032 898 2463 1348 494 2005 1185 2144 594 1860 1835 365 1072 1455 1274 2622 2633 175 2831 1870 550 1417 695 457 3123 1200 2706 1411 2179 1907 1677 2458 1134 2404 1167 3110 3118 2273 871 584 417 
2197,1737 3130 1818 2343 1991 296 1498 1722 470 166 2012 761 3233 2875 1371 238 945 1835 1078 3229 1983 3087 1424 1443 2579 491 2081 2750 2470 15 1505 3129 991 2393 1577 3241 380 2339 1133 88 225 830 176 3247 1922 2035 1755 2359 1567 803 
2198,714 1197 655 938 1295 1325 1430 3142 697 676 2841 117 2089 2959 975 294 837 1268 277 259 1797 706 1407 1405 2431 465 1673 741 479 3026 1012 1218 128 485 1307 3037 1195 1317 2262 2217 1505 1324 2885 2823 2795 384 72 84 2415 3040 
2199,2537 783 2837 2821 960 1648 678 1575 3176 2124 2117 3237 2174 505 2275 2771 3156 676 2966 741 1409 2178 2525 2392 384 828 2115 1593 976 1474 2940 3030 2902 1743 1196 1325 3211 1958 968 3040 2463 837 1672 3079 1618 3092 443 1696 2024 3124 
2200,2115 1681 1307 3186 1868 2024 384 1730 837 588 505 1474 706 655 1765 3031 622 2664 402 3079 3156 1115 2117 3040 2455 277 2466 1455 2392 2193 1923 2312 2928 2485 1891 1034 3106 2629 960 2706 3078 1295 170 294 1347 3092 1915 2034 1784 3139 
2201,2958 2320 1575 981 0 2193 1362 294 3189 1377 2576 1480 651 3089 1804 2182 275 1034 307 150 1852 2270 2470 1597 1999 1389 1349 2020 3237 3236 1325 1957 2299 712 2099 1529 655 270 2007 544 714 1806 3118 1558 36 706 333 1681 1770 1891 
2202,2431 1575 856 319 1299 2887 2631 2546 2262 825 1002 1129 1224 2550 2470 2413 2196 3210 836 1895 2957 505 1432 2164 1317 2866 2810 405 2406 1770 2889 2930 905 2129 2305 25 231 553 1336 2885 1325 1518 1006 677 1596 2350 3150 358 2474 2320 
2203,1521 2661 1298 1614 505 454 486 397 465 1152 751 2809 334 571 448 346 294 1613 35 1048 3237 2385 1802 732 3046 2384 1861 2696 1556 2885 2805 1213 2565 3105 590 822 585 2607 1268 1496 2000 2750 2259 1770 283 766 1012 1856 1014 625 
2204,1575 443 1474 1868 1871 2299 1200 1185 1455 2455 1307 1156 1325 1295 1681 938 981 637 3037 333 2977 856 277 2115 2117 1770 2971 2320 2312 2940 2006 842 384 2521 2066 2460 2173 358 3186 167 457 2845 2514 3041 490 2885 869 3031 1784 1693 
2205,767 92 756 2541 3229 333 698 1072 1956 2885 1811 2805 1268 457 828 2403 2179 226 161 697 3139 412 277 3250 2404 637 1108 3086 1993 1218 3013 2115 1696 2833 975 243 1866 2108 483 2514 1150 2522 783 1804 1784 812 691 1832 2351 2395 
2206,2887 954 2959 751 1596 3194 1336 1006 1054 1240 2631 2431 2841 2262 2297 2648 2129 2392 2193 1383 2316 3167 1005 714 876 629 836 602 2443 710 886 1755 244 1104 2537 2779 1299 1797 2889 1088 1415 2970 2113 1117 3201 2940 2233 1518 91 1964 
2207,1054 1224 91 751 319 1317 1575 1896 905 825 1797 1154 2164 1975 1117 2113 231 2959 2652 2474 2115 2841 3142 3210 990 1094 2297 2631 1518 155 335 2957 2866 2594 1686 2885 2129 2316 2305 2550 244 215 1861 1415 2196 505 2362 1197 1002 1596 
2208,2885 1770 2022 945 465 1348 2652 3041 2455 1455 1325 1560 2030 1722 2206 1470 2688 489 2940 2602 1922 490 358 1405 2306 454 294 2460 3220 1156 2616 2878 2007 847 1784 1106 2193 2754 3176 46 714 157 1614 2795 2179 2232 255 2956 117 1715 
2209,2726 100 2649 1386 1714 2428 2933 2022 1106 1289 2541 1612 517 2111 2799 987 1818 1956 1737 2616 3145 532 1197 501 470 2825 2963 1770 91 1498 2964 720 1371 1200 381 2714 241 479 1784 702 2057 1991 2211 1602 2874 1060 523 2393 2351 1306 
